,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
208,Juanito,Campoy,Juanito Campoy,617969245,45222,41615172,Ambos,"['Amigos y Ocio', 'El día a día']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/12/2021,4.0,2
209,Roberto,Arias,Roberto Arias,660798209,45160,21430882,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,14/04/2020,1.5,2
210,Rosa María,Sosa,Rosa María Sosa,633213988,48390,15600937,Voluntario,['El día a día'],1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,01/10/2021,4.0,2
211,Iván,Flores,Iván Flores,630747715,43887,38044928,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/06/2020,1.0,2
212,Olga,Seguí,Olga Seguí,633180103,42391,51411883,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/10/2021,2.0,2
213,Pancho,Mayoral,Pancho Mayoral,648162608,16890,76350948,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/12/2020,3.5,2
214,Otilia,Gisbert,Otilia Gisbert,620644223,25616,21030229,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/03/2020,2.5,2
215,Amado,Ferrando,Amado Ferrando,684800385,15280,21655088,Voluntario,"['Salud', 'El día a día']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/10/2020,4.5,2
216,Sabas,Moya,Sabas Moya,653983152,08940,69826319,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/05/2022,3.0,2
217,León,Lorenzo,León Lorenzo,605485591,30626,52413593,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/11/2021,5.0,2
218,Pascual,Vergara,Pascual Vergara,649322894,25194,22330522,Ambos,"['Amigos y Ocio', 'Burocracia']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/05/2022,4.0,2
219,Salomón,Muñoz,Salomón Muñoz,698939656,32791,23043245,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/03/2021,2.5,2
220,Amaro,Arenas,Amaro Arenas,669110950,25588,75155812,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/05/2022,3.0,2
221,César,Rovira,César Rovira,628244113,24162,27304661,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,02/09/2019,2.5,2
222,Onofre,Rubio,Onofre Rubio,671991774,22512,74237600,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",02/08/2019,4.5,2
223,Eloísa,Vidal,Eloísa Vidal,632052767,18380,24243409,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,29/05/2020,3.0,2
224,David,Plaza,David Plaza,639592669,39293,75712323,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/11/2019,2.0,2
225,Trinidad,Falcón,Trinidad Falcón,600205248,04630,64513677,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/05/2021,1.5,2
226,José Manuel,Arregui,José Manuel Arregui,655535676,40163,75757313,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/02/2022,4.0,2
227,Leandra,Abellán,Leandra Abellán,662604118,07190,53153177,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/11/2021,4.0,2
228,Aurora,Figueras,Aurora Figueras,652282931,06209,67832402,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/04/2020,4.0,2
229,Prudencio,Rosado,Prudencio Rosado,676471111,19325,47148386,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/06/2022,3.0,2
230,Buenaventura,Mas,Buenaventura Mas,622885379,34209,30164440,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/07/2021,2.0,2
231,Anunciación,Mendoza,Anunciación Mendoza,675406087,13192,60815157,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/10/2019,1.5,2
232,Griselda,Real,Griselda Real,627904787,23659,66883321,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/04/2021,4.0,2
233,Nacho,Marqués,Nacho Marqués,613950785,33919,47735476,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,22/05/2020,1.0,2
234,Casandra,Castejón,Casandra Castejón,619373364,26291,44477305,Ambos,"['Salud', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/09/2019,1.5,2
235,Gregorio,Rivero,Gregorio Rivero,615683333,46470,75024815,Ambos,"['Salud', 'Amigos y Ocio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,14/11/2021,2.0,2
236,Graciana,Pinilla,Graciana Pinilla,600648851,50529,16349460,Ambos,['Nuevas Tecnologías'],0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,03/01/2022,5.0,2
237,Inés,Dávila,Inés Dávila,609130679,08175,83482730,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,10/06/2021,1.0,2
238,Encarnación,Mascaró,Encarnación Mascaró,632287479,31870,36456329,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/10/2020,4.5,2
239,Santiago,Abad,Santiago Abad,654381036,36747,13689019,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,24/12/2020,2.0,2
240,Marco,Madrid,Marco Madrid,683941677,14071,60271770,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,21/12/2021,2.5,2
241,Humberto,Ropero,Humberto Ropero,646315165,47419,70481904,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/08/2020,2.5,2
242,Mireia,Montserrat,Mireia Montserrat,672622281,47313,15986288,Ambos,"['El día a día', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",13/07/2019,3.0,2
243,Adela,Salamanca,Adela Salamanca,603229762,34113,27176446,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/01/2020,2.5,2
244,Imelda,García,Imelda García,628416333,15402,80736437,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",15/09/2021,2.0,2
245,Ariadna,Sáenz,Ariadna Sáenz,686720304,27210,66688220,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/10/2020,3.5,2
246,Nadia,Doménech,Nadia Doménech,645823203,09442,72449253,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/01/2022,2.0,2
247,Genoveva,Blazquez,Genoveva Blazquez,639828837,31250,79659115,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,11/08/2020,3.5,2
248,Loreto,Villalba,Loreto Villalba,676628092,50267,73045732,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/11/2019,4.0,2
249,Gracia,Naranjo,Gracia Naranjo,672520937,26321,55813230,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,02/08/2019,4.0,2
250,Ciro,Menéndez,Ciro Menéndez,682815587,29140,74075183,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/11/2019,4.0,2
251,Jafet,Colom,Jafet Colom,682424253,32414,78138680,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/04/2021,4.0,2
252,Amador,Arteaga,Amador Arteaga,678132483,24670,49124991,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/07/2021,1.0,2
253,Jose Ignacio,Beltran,Jose Ignacio Beltran,629857397,33734,53000349,Ambos,"['Nuevas Tecnologías', 'Burocracia']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/07/2021,3.0,2
254,Xavier,Ribas,Xavier Ribas,631953890,48288,82742591,Ambos,"['Nuevas Tecnologías', 'Burocracia']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",07/07/2020,1.5,2
255,Soraya,Ferreras,Soraya Ferreras,639665092,49710,68401749,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/02/2021,1.5,2
256,Lina,Plana,Lina Plana,645306439,27529,21965598,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,05/10/2019,5.0,2
257,Ana Belén,Pulido,Ana Belén Pulido,602461604,08273,18669552,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/03/2020,1.5,2
258,Jose Francisco,Coloma,Jose Francisco Coloma,605246843,31560,80144350,Ambos,"['Amigos y Ocio', 'Burocracia']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,16/01/2022,2.0,2
259,Gabriela,Adán,Gabriela Adán,684700134,10180,72904546,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/07/2020,3.5,2
260,Teodora,Campillo,Teodora Campillo,694682716,13459,64628919,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,03/11/2021,2.0,2
261,Melania,Rodríguez,Melania Rodríguez,635844523,27557,29245552,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,12/01/2020,3.5,2
262,Isidoro,Echeverría,Isidoro Echeverría,631674816,02340,64565217,Ambos,['Servicios del Municipio'],1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,06/11/2021,4.0,2
263,Nilda,Villaverde,Nilda Villaverde,699266451,30817,31803722,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/11/2021,2.0,2
264,Abril,Ibañez,Abril Ibañez,612415219,19227,84243568,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,08/07/2019,2.0,2
265,Yéssica,Carrión,Yéssica Carrión,663786389,07714,80301939,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,16/10/2021,2.5,2
266,Yago,Cañellas,Yago Cañellas,611406572,38010,58999599,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/03/2021,2.0,2
267,Nicolasa,Sobrino,Nicolasa Sobrino,605259267,49148,21516371,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/07/2021,3.0,2
268,Guadalupe,Molins,Guadalupe Molins,633064708,43380,13562357,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/02/2020,2.5,2
269,Marisol,Salas,Marisol Salas,647364170,45138,85721674,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/10/2021,3.5,2
270,Emperatriz,Vargas,Emperatriz Vargas,680518146,32793,72419311,Voluntario,"['Nuevas Tecnologías', 'El día a día']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,05/12/2020,2.5,2
271,Teodosio,Salmerón,Teodosio Salmerón,628342438,50239,24199934,Ambos,"['Nuevas Tecnologías', 'El día a día']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/12/2021,2.0,2
272,Teófila,Cuenca,Teófila Cuenca,684022102,15190,70757805,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",12/09/2021,4.0,2
273,Mar,Taboada,Mar Taboada,632235945,23660,25291476,Voluntario,"['Salud', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,19/09/2021,1.5,2
274,Vinicio,Jove,Vinicio Jove,636113522,26211,59738377,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,06/08/2019,3.0,2
275,Maricruz,Huertas,Maricruz Huertas,607462180,24442,12394990,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/12/2019,3.5,2
276,Priscila,Lluch,Priscila Lluch,619150407,27257,49106897,Voluntario,"['Salud', 'El día a día']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/11/2020,3.0,2
277,María Dolores,Vázquez,María Dolores Vázquez,656662715,49717,72196898,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/06/2020,2.5,2
278,Amada,Haro,Amada Haro,695819495,30562,21975327,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",06/11/2021,3.5,2
279,Leonardo,Sabater,Leonardo Sabater,666104041,48550,53654061,Ambos,"['Salud', 'Amigos y Ocio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,18/11/2021,4.0,2
280,Casemiro,Macias,Casemiro Macias,635185635,24342,84085093,Ambos,"['Amigos y Ocio', 'El día a día']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,13/09/2019,1.5,2
281,Joel,Llabrés,Joel Llabrés,627842778,15899,12991841,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/05/2021,2.5,2
282,Nico,Montenegro,Nico Montenegro,614942110,07811,47524999,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",22/03/2020,2.0,2
283,Teodora,Berrocal,Teodora Berrocal,620783587,22460,70389774,Ambos,['Salud'],0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,11/08/2019,4.5,2
284,Emiliano,Contreras,Emiliano Contreras,682392314,39609,42589251,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/08/2019,3.5,2
285,Jerónimo,Piñol,Jerónimo Piñol,676277983,43540,19992673,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",15/12/2021,3.0,2
286,Joaquina,Corominas,Joaquina Corominas,612941233,32316,59433882,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/09/2020,4.5,2
287,Lara,Gargallo,Lara Gargallo,668170207,39777,40979806,Ambos,"['Amigos y Ocio', 'Burocracia']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,24/06/2020,4.0,2
288,Bernardo,Ribera,Bernardo Ribera,631870589,40240,59663809,Voluntario,['Amigos y Ocio'],1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/07/2020,1.0,2
289,Saturnino,Muro,Saturnino Muro,612419624,41850,61757445,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,15/05/2020,3.0,2
290,Candela,Solano,Candela Solano,683704546,46540,37149938,Ambos,['Servicios del Municipio'],1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/05/2019,2.5,2
291,Severo,Barrios,Severo Barrios,657609470,24133,77043971,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/06/2021,3.0,2
292,Hilario,Rivera,Hilario Rivera,619137892,30178,53157644,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/05/2022,2.5,2
293,Roque,Aller,Roque Aller,642653853,08729,17317977,Voluntario,"['El día a día', 'Burocracia']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/01/2022,2.5,2
294,Rocío,Pintor,Rocío Pintor,627712131,18890,64532811,Voluntario,"['El día a día', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/01/2020,3.5,2
295,Albina,Aguado,Albina Aguado,610046486,15580,43663673,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/09/2021,3.0,2
296,Pastor,Porta,Pastor Porta,603540025,47620,12603345,Voluntario,['Amigos y Ocio'],0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/04/2020,4.0,2
297,Reyna,Rius,Reyna Rius,635694939,07159,52344439,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/05/2022,2.0,2
298,Bárbara,Torrents,Bárbara Torrents,603353947,27129,32579389,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",23/06/2019,3.5,2
299,Isidoro,Llamas,Isidoro Llamas,669690832,45110,69153550,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/01/2022,3.0,2
300,Tristán,Andres,Tristán Andres,666870348,24225,70530006,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,07/04/2021,3.0,2
301,Roque,Navarrete,Roque Navarrete,690686951,06011,22701079,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,01/01/2022,1.5,2
302,Guiomar,Quiroga,Guiomar Quiroga,625696345,01128,28819690,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/02/2021,3.0,2
303,Lourdes,Solsona,Lourdes Solsona,684445308,40314,55832484,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/05/2022,4.5,2
304,Zaira,Amores,Zaira Amores,683692769,22200,80494965,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/10/2019,2.0,2
305,Victoria,Prada,Victoria Prada,687403350,36514,46916283,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,15/06/2020,2.5,2
306,Dora,Blanes,Dora Blanes,690551029,27861,46731932,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",12/08/2020,1.5,2
307,Fernanda,Cerdá,Fernanda Cerdá,643919625,08517,72938384,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/02/2022,3.5,2
308,Roxana,Serrano,Roxana Serrano,600369977,23478,41209412,Voluntario,"['Salud', 'Burocracia']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,24/07/2020,3.0,2
309,Germán,Juan,Germán Juan,622238602,12414,83398990,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,04/09/2019,4.0,2
