,Nombre,Apellidos,Nombre y Apellidos,Móvil,Código Postal,Pass,Perfil,Servicios Disponibles,Status,FotoV,Bio,Fecha inscripción,Estrellas,N_opinion
202,Nereida,Elorza,Nereida Elorza,610513913,41360,51785461,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,31/05/2019,4.5,2
203,Socorro,Revilla,Socorro Revilla,647783769,44495,84279351,Ambos,"['El día a día', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/04/2022,2.0,2
204,Amador,Escobar,Amador Escobar,645001811,48292,22864066,Voluntario,"['Salud', 'Burocracia']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/11/2020,2.5,2
205,Maite,Márquez,Maite Márquez,628537113,45109,21507091,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/05/2022,3.0,2
206,Micaela,Requena,Micaela Requena,648192192,09353,33262323,Voluntario,['Amigos y Ocio'],0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/08/2020,1.0,2
207,Nidia,Hurtado,Nidia Hurtado,650620602,14600,50461639,Voluntario,['El día a día'],0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/06/2020,2.0,2
208,Juanito,Campoy,Juanito Campoy,662981482,01307,27222328,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/01/2020,3.0,2
209,Roberto,Arias,Roberto Arias,630428828,05298,51304149,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/12/2021,1.0,2
210,Rosa María,Sosa,Rosa María Sosa,605829342,43700,52812262,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/08/2020,2.0,2
211,Iván,Flores,Iván Flores,656383920,25599,26128712,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/06/2021,2.0,2
212,Olga,Seguí,Olga Seguí,624132593,32700,34058742,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/04/2020,4.5,2
213,Pancho,Mayoral,Pancho Mayoral,677784542,30380,62519927,Ambos,['Amigos y Ocio'],0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/10/2021,3.5,2
214,Otilia,Gisbert,Otilia Gisbert,691819170,06939,51546055,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,03/01/2020,2.5,2
215,Amado,Ferrando,Amado Ferrando,692258506,33875,25881809,Ambos,"['El día a día', 'Servicios del Municipio']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",29/08/2021,4.5,2
216,Sabas,Moya,Sabas Moya,603728062,24719,58182622,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/03/2022,2.0,2
217,León,Lorenzo,León Lorenzo,671715090,32425,52570826,Voluntario,['Burocracia'],1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/10/2019,2.0,2
218,Pascual,Vergara,Pascual Vergara,661615536,36969,73884727,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",12/01/2020,1.0,2
219,Salomón,Muñoz,Salomón Muñoz,686906814,37720,25813037,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/04/2021,3.5,2
220,Amaro,Arenas,Amaro Arenas,670548359,37591,76122643,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,02/12/2019,2.5,2
221,César,Rovira,César Rovira,675874966,28515,66785006,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/12/2020,2.5,2
222,Onofre,Rubio,Onofre Rubio,632584206,38009,46107222,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/02/2022,4.0,2
223,Eloísa,Vidal,Eloísa Vidal,642925206,34882,20374932,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/05/2022,5.0,2
224,David,Plaza,David Plaza,674206908,32358,35876725,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/10/2021,2.0,2
225,Trinidad,Falcón,Trinidad Falcón,608992739,27779,62506282,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/06/2020,3.0,2
226,José Manuel,Arregui,José Manuel Arregui,601885118,15847,15993263,Voluntario,['Burocracia'],0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/10/2019,3.5,2
227,Leandra,Abellán,Leandra Abellán,676809600,37198,38083594,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/05/2022,2.0,2
228,Aurora,Figueras,Aurora Figueras,618752850,49021,70983243,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,11/08/2019,1.5,2
229,Prudencio,Rosado,Prudencio Rosado,671210200,05560,85714777,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,05/06/2019,3.0,2
230,Buenaventura,Mas,Buenaventura Mas,648546248,43747,70137752,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/04/2020,3.0,2
231,Anunciación,Mendoza,Anunciación Mendoza,694863842,42311,38527230,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/12/2020,2.5,2
232,Griselda,Real,Griselda Real,649140513,22535,19631651,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,21/05/2020,3.5,2
233,Nacho,Marqués,Nacho Marqués,610819709,20492,20646955,Voluntario,['Nuevas Tecnologías'],0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/07/2019,2.5,2
234,Casandra,Castejón,Casandra Castejón,615799976,30011,69020400,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/03/2022,4.0,2
235,Gregorio,Rivero,Gregorio Rivero,650637015,32499,64759182,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,26/04/2021,2.5,2
236,Graciana,Pinilla,Graciana Pinilla,673285791,41930,51627890,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,14/08/2020,3.5,2
237,Inés,Dávila,Inés Dávila,699055277,47686,33330331,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,11/07/2020,3.0,2
238,Encarnación,Mascaró,Encarnación Mascaró,655668770,47811,59837032,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,07/07/2020,3.0,2
239,Santiago,Abad,Santiago Abad,691622580,42162,20839903,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/05/2022,3.0,2
240,Marco,Madrid,Marco Madrid,614799204,30002,56307472,Voluntario,"['El día a día', 'Burocracia']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/06/2019,2.0,2
241,Humberto,Ropero,Humberto Ropero,623862555,02154,35469735,Ambos,"['El día a día', 'Burocracia']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/12/2021,2.0,2
242,Mireia,Montserrat,Mireia Montserrat,697496686,46610,66721658,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/05/2020,3.0,2
243,Adela,Salamanca,Adela Salamanca,637155016,47270,20132696,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,25/04/2022,2.5,2
244,Imelda,García,Imelda García,699696689,10671,66136912,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/06/2021,3.0,2
245,Ariadna,Sáenz,Ariadna Sáenz,689691358,19237,57718293,Ambos,"['Amigos y Ocio', 'El día a día']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/03/2022,4.0,2
246,Nadia,Doménech,Nadia Doménech,619969981,08002,50682329,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/10/2021,2.5,2
247,Genoveva,Blazquez,Genoveva Blazquez,628673116,17251,65976695,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,07/10/2020,4.5,2
248,Loreto,Villalba,Loreto Villalba,696281440,22830,74435079,Voluntario,['El día a día'],1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/01/2021,4.5,2
249,Gracia,Naranjo,Gracia Naranjo,667157096,20509,56527567,Ambos,['Servicios del Municipio'],0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/06/2020,4.5,2
250,Ciro,Menéndez,Ciro Menéndez,633190318,24544,14900649,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/02/2021,3.0,2
251,Jafet,Colom,Jafet Colom,676154765,27335,41113767,Voluntario,['Nuevas Tecnologías'],1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,21/09/2021,2.0,2
252,Amador,Arteaga,Amador Arteaga,618226601,13328,25322694,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/06/2021,2.5,2
253,Jose Ignacio,Beltran,Jose Ignacio Beltran,617148560,05141,42367890,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,08/08/2021,1.5,2
254,Xavier,Ribas,Xavier Ribas,656633399,47606,59932275,Ambos,['Servicios del Municipio'],0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,28/08/2020,1.5,2
255,Soraya,Ferreras,Soraya Ferreras,669902986,08289,67999930,Ambos,"['Salud', 'Burocracia']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,07/08/2020,4.5,2
256,Lina,Plana,Lina Plana,660613226,29780,56233413,Voluntario,['Nuevas Tecnologías'],1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,31/12/2019,1.5,2
257,Ana Belén,Pulido,Ana Belén Pulido,649194528,29460,71210346,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,28/07/2020,4.5,2
258,Jose Francisco,Coloma,Jose Francisco Coloma,621606809,40001,58132170,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/08/2020,3.5,2
259,Gabriela,Adán,Gabriela Adán,625854659,06173,71941880,Voluntario,"['Amigos y Ocio', 'El día a día']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,01/06/2020,2.5,2
260,Teodora,Campillo,Teodora Campillo,679692938,24375,36819655,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",04/05/2020,1.5,2
261,Melania,Rodríguez,Melania Rodríguez,620387468,02329,62796772,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",17/01/2020,2.5,2
262,Isidoro,Echeverría,Isidoro Echeverría,614597829,17538,31843296,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/11/2019,4.5,2
263,Nilda,Villaverde,Nilda Villaverde,670603850,45430,82966115,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,11/03/2020,3.0,2
264,Abril,Ibañez,Abril Ibañez,686365561,36157,22821924,Voluntario,"['El día a día', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",22/03/2022,4.0,2
265,Yéssica,Carrión,Yéssica Carrión,641172939,33578,85641927,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/01/2022,1.5,2
266,Yago,Cañellas,Yago Cañellas,609571747,38250,29612807,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,02/10/2019,4.0,2
267,Nicolasa,Sobrino,Nicolasa Sobrino,663495134,06106,85508357,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,23/01/2021,3.0,2
268,Guadalupe,Molins,Guadalupe Molins,606029576,09570,47763914,Ambos,"['El día a día', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/03/2020,3.5,2
269,Marisol,Salas,Marisol Salas,639319246,24415,35129882,Voluntario,"['Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,02/10/2020,4.0,2
270,Emperatriz,Vargas,Emperatriz Vargas,615123018,23130,34033866,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/07/2019,4.5,2
271,Teodosio,Salmerón,Teodosio Salmerón,663120761,36865,66276840,Voluntario,"['El día a día', 'Burocracia']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/10/2021,3.5,2
272,Teófila,Cuenca,Teófila Cuenca,670470365,47183,53514467,Ambos,"['El día a día', 'Servicios del Municipio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/04/2021,1.5,2
273,Mar,Taboada,Mar Taboada,600191424,08033,33186979,Voluntario,"['Salud', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/07/2019,3.0,2
274,Vinicio,Jove,Vinicio Jove,690470628,22880,38367952,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/06/2020,2.5,2
275,Maricruz,Huertas,Maricruz Huertas,668130820,24412,31982167,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,24/01/2021,3.5,2
276,Priscila,Lluch,Priscila Lluch,688896825,09249,49623909,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/08/2021,4.5,2
277,María Dolores,Vázquez,María Dolores Vázquez,654083573,09230,67238261,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/12/2019,2.5,2
278,Amada,Haro,Amada Haro,692349240,15577,47458842,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/11/2021,2.5,2
279,Leonardo,Sabater,Leonardo Sabater,641288771,39805,23832705,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,12/12/2019,4.0,2
280,Casemiro,Macias,Casemiro Macias,685505957,27318,58731564,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",13/06/2019,4.0,2
281,Joel,Llabrés,Joel Llabrés,619552241,50162,60062950,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/12/2021,4.0,2
282,Nico,Montenegro,Nico Montenegro,693916100,27214,30418845,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/04/2021,2.5,2
283,Teodora,Berrocal,Teodora Berrocal,637719313,26589,53317326,Voluntario,['Nuevas Tecnologías'],0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/07/2020,2.5,2
284,Emiliano,Contreras,Emiliano Contreras,634493266,22585,81797831,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",07/09/2020,3.0,2
285,Jerónimo,Piñol,Jerónimo Piñol,612534729,40290,55979351,Ambos,"['Salud', 'Burocracia']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/02/2021,4.5,2
286,Joaquina,Corominas,Joaquina Corominas,671862102,47670,47277504,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/11/2020,2.0,2
287,Lara,Gargallo,Lara Gargallo,611544791,24378,54798650,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/04/2022,4.0,2
288,Bernardo,Ribera,Bernardo Ribera,605177834,29639,87490628,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/09/2021,3.5,2
289,Saturnino,Muro,Saturnino Muro,656298741,31891,44762030,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,02/08/2020,5.0,2
290,Candela,Solano,Candela Solano,655900473,15315,73599619,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/11/2020,2.5,2
291,Severo,Barrios,Severo Barrios,698965020,35108,57569127,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/08/2020,2.0,2
292,Hilario,Rivera,Hilario Rivera,619956530,36660,48718389,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/09/2019,3.0,2
293,Roque,Aller,Roque Aller,638195400,28189,59088608,Voluntario,"['Salud', 'Amigos y Ocio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,27/07/2019,3.0,2
294,Rocío,Pintor,Rocío Pintor,617646346,33937,57725826,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",21/04/2021,2.5,2
295,Albina,Aguado,Albina Aguado,652264476,11689,14267698,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",13/02/2020,2.5,2
296,Pastor,Porta,Pastor Porta,631146950,35560,86719878,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,28/01/2021,1.0,2
297,Reyna,Rius,Reyna Rius,626651758,20110,28903039,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/02/2020,2.5,2
298,Bárbara,Torrents,Bárbara Torrents,688064419,33330,59976621,Ambos,"['Amigos y Ocio', 'El día a día']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/11/2021,3.0,2
299,Isidoro,Llamas,Isidoro Llamas,622280362,24717,55051304,Ambos,"['Salud', 'Amigos y Ocio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/01/2022,3.0,2
300,Tristán,Andres,Tristán Andres,618771179,23009,17533044,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/08/2021,2.5,2
301,Roque,Navarrete,Roque Navarrete,639781286,33325,39310192,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/05/2019,3.0,2
302,Guiomar,Quiroga,Guiomar Quiroga,676016834,18539,32083883,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/04/2022,4.0,2
303,Lourdes,Solsona,Lourdes Solsona,642486816,30156,52730845,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,29/03/2021,4.5,2
304,Zaira,Amores,Zaira Amores,611430672,15230,19598957,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/04/2022,1.0,2
